,original,predicted,score
3111,группы «хорсс» группы «коловрат»,"материалы, расположенные в сети интернет сайта « » на странице http://vk.com/club45276843: содержащиеся в аудиофайлах: «коловрат- в нашем доме появился замечательный скинхед мр.3; «коловрат-скинхеды мр.3», »хор сс -сопротивляйся.мр.3», «хорсс-rahowa.мр.3», «хорсс-арматура.мр3», «хорсс-бой.мр.3», «хорсс-время пришло.мр.3», «хорсс-арийский штурмовик.мр.3», находящиеся в сети интернет сайта « » в группе, расположенной по адресу: http://vk.com/club 45276843, по адресу http://vk.com/id78655196 на странице «роман фокинский» и на странице пользователя «вадим криутин» http://vk.com/id107854596 (",44.599999999999994
3112,None,None,None
3113,"названием «вахид аюбов – о умма мусульман» названием «вахид аюбов - о умма мусульман» названием «о. идрисов» слов «мы прежде смерть вкусить должны, тела в итоге станут пылью…» названием «вахид аюбов-о умма мусульман»","следующие печатные издания: 1. книга салих ас-сухейми «основы веры в свете корана и сунны» [салих ас-сухейми. абд ар-раззак аль-бадр, ибрахим ар-рухейли]; пер. с араб. э.р.кулиева; [под. ред. а.н.факихи, а. аль-гамиди]. - 2-е изд. - м.: издательский дом «умма», 2006. - 288 с. 2. книга са'ида бин али бин вахф аль-кахтани «крепость мусульманина; обращения к аллаху с мольбами; лечение с помощью заговоров, встречающихся в коране и сунне»/ пер. с араб. а.нирша; указ. к. кузнецов - 3-е изд., стереотип. - м.:умма, 2009 год - 416 с. 3. книга са'ида бин али бин вахф аль-кахтани «крепость мусульманина: обращения к аллаху с мольбами; лечение с помощью заговоров, встречающихся в коране и сунне»/ пер. с араб. а.нирша; указ. к. кузнецов - 3- е изд., стереотип. - м.:умма. 2010 год - 416 с. 4. книга са'ида бин али бин вахф аль- кахтани «крепость мусульманина; из слов поминания аллаха, встречающихся в коране и сунне» / пер. с араб. абдулла нирша. - м.: издатель эжаев. 2006. - 256 с. (",12.900000000000002
3114,None,None,None
3115,названием «я рисую на асфальте- хватит чурок» названием «я рисую на асфальте»,"аудиофайл под названием «я рисую на асфальте – хватит чурок», размещенный в сети «интернет» по адресу: http://vk.com/audios105481419 (",57.79999999999998
3116,None,None,None
3117,названием «alai oli-зачем ты под черного легла?»,"материал, расположенный в сети интернет на сайте « » на странице под названием «марк пельц», с электронным адресом: «http://vk.com/id252604712», а именно графическое изображение, визуально разделенное на два фрагмента, на одном из которых изображена чернильница с пером, на другом мужчина и женщина с пояснительной надписью «чернильница бывает двух видов» с прикрепленными к нему аудиофайлами, среди которых файлы под названием: «шмели – бритоголовые девчёнки (я ненавижу русских шлюх), продолжительностью 02мин. 50сек.; «alai oli - зачем ты под чёрного легла?», продолжительностью 04мин. 42сек.; «kaffa – девочка – чернильница», продолжительностью 04мин. 16сек. (",14.100000000000005
3118,названием «тимур муцураев-12000 маджахедов» слов «багрово на закате солнце…»,"аудиозапись под названием «тимур муцураев - 12000 муджахедов.mр3» продолжительностью 04 мин. 45 сек., начинающаяся словами: «багрово на закате солнце...» и заканчивающаяся словами «все ж покорим йерусалим» (",36.699999999999974
3119,названием «к***»,"видеоматериал, содержащийся в видеофайле под названием: «обращение амира ик доку абу усмана и амира супьяна к моджахедам идеаль-урала, вилайятам татарстан и башкортостан», размещенный на сайте сети интернет по адресу: http://vk.com/video156771693_161941156 (",40.599999999999994
3120,"книги «объяснение веры» книга «отведение сомнений» группировок) «исламское государство» книг, «объяснение веры» книга «жизнь шейха мухаммада ибн абд аль ваххаба…» книга «объяснение веры» брошюра «разъяснение основ веры: заметки об истинном вероучении»","книга аш-шайх мухаммад ибн салах ибн усаймин «разъяснение основ веры. заметки об истинном вероучении», изданная министерством вакуфов призыва и наставления королевство саудовская аравия, напечатанная и опубликованная министерством 1423 год хиджры (",40.99999999999997
3121,None,None,None
3122,None,None,None
3123,видеоролика «обращение бойцов славянского союза к русским» видеоролик «обращение бойцов славянского союза к русским»,"видеоролик «обращение бойцов славянского союза к русским», размещенный гончаровым о.в. на интернет-странице по адресу http://vkontakte.ru/id50692184, в социальной сети « ру» (",31.800000000000004
3124,None,None,None
3125,None,None,None
3126,None,None,None
3127,"материал «фио2, - «аллах- акбар» песня «еще один рывок еще рывок вперед!» аудиоматериал «фио2, - «аллах- акбар»","информационные материалы - записи песен, предположительно, автора и исполнителя муцураева тимура хамзатовича (хасановича), содержащиеся на носителе - компакт-диске под номерами файлов: № 5 песня «и распахнутся ворота...»; № 7 песня «в мечтах и грезах смутно виден рай...»; № 8 песня «мир, содрогнись и на колени встань...»; № 11 песня «звучит коран, ему внимают нахи...»; № 12 песня «о аллах, мир окутан страшной мглой!...»; № 15 песня «нам ниспослана милость от грешных услад...»; № 20 песня «багрово на закате солнце...»; № 21 песня «пустынны улицы аварского села...»; № 25 песня «агрессоры в селе алхан-кала...»; № 26 песня «тюрьма племен, империя-палач...»; № 31 песня «спустилась тьма, безмолвие в горах...»; № 36 песня «туман над горами встает...»; № 40 песня «вставай чечня, пора в поход!...»; № 56 песня «снова начинается день...»; № 61 песня «в бой сыны кавказа, лучшие сыны...»; № 70 песня «чеченцы, услышьте, услышьте мой зов...»; № 78 песня «ночь холодна, опасен путь...»; № 82 и № 91 песня «черных дней череда, трудный час наступил...»; № 96 песня «по меньшей мере, войны шли лет триста...», № 98 песня «еще один рывок, еще рывок вперед...» (",36.09999999999998
3128,None,None,None
3129,"песня «мир, содрогнись и на колени встань.,.» песня «тюрьма племен, империя-палач...» песня «спустилась тьма, безмолвие в горах...» песня «ночь холодна, опасен путь...» песня «снова начинается день.» песня «нам ниспослана милость от грешных услад...» песня «багрово на закате go, солнце.» песня «и распахнутся ворота...» песня «агрессоры в селе алхан-кала...» песня «в бой сыны кавказа, лучшие сыны...» песня «пустынны улицы аварского села...» песня «о аллах, мир окутан страшной мглой!...» песня «звучит коран, ему внимают нахи..,» песня «в мечтах и грезах смутно виден рай...» песня «туман над горами встает,..» песня «вставай чечня, пора в поход!» песня «еще один рывок, еще рывок вперед...» песня «чеченцы, услышьте, услышьте мой зов.» песня «по меньшей мере, войны шли лет триста...» песня «черных дней череда, трудный час наступил...»","информационные материалы - записи песен, предположительно, автора и исполнителя муцураева тимура хамзатовича (хасановича), содержащиеся на носителе - компакт-диске под номерами файлов: № 5 песня «и распахнутся ворота...»; № 7 песня «в мечтах и грезах смутно виден рай...»; № 8 песня «мир, содрогнись и на колени встань...»; № 11 песня «звучит коран, ему внимают нахи...»; № 12 песня «о аллах, мир окутан страшной мглой!...»; № 15 песня «нам ниспослана милость от грешных услад...»; № 20 песня «багрово на закате солнце...»; № 21 песня «пустынны улицы аварского села...»; № 25 песня «агрессоры в селе алхан-кала...»; № 26 песня «тюрьма племен, империя-палач...»; № 31 песня «спустилась тьма, безмолвие в горах...»; № 36 песня «туман над горами встает...»; № 40 песня «вставай чечня, пора в поход!...»; № 56 песня «снова начинается день...»; № 61 песня «в бой сыны кавказа, лучшие сыны...»; № 70 песня «чеченцы, услышьте, услышьте мой зов...»; № 78 песня «ночь холодна, опасен путь...»; № 82 и № 91 песня «черных дней череда, трудный час наступил...»; № 96 песня «по меньшей мере, войны шли лет триста...», № 98 песня «еще один рывок, еще рывок вперед...» (",590.099999999996
3130,None,None,None
3131,названием «коловрат – стражи отчизны» названием «коловрат-расовая верность» названием «ансамбль христа спасителя и мать сыра земля – убивай «нецензурная лексика» названием «коловрат – слава россии!» группы «коловрат» группы «коловраи» названием «ахс и мсх – убивай космонавтов» названием «коловрат – белая гвардия ветеранов»,"аудиофайл «коловрат – слава россии!!!», размещенный в сети интернет в социальной сети « » на интернет-странице пользователя «влад черняк» по адресу http://audios166856291 (",54.89999999999999
3132,видеоматериалы «***» файлов: «***» файл «ислам победит» материал «***» видеофайл «ислам победит» видеофайл «мы вас победим» материалы «***» видеофайлов: «***» видеоматериал «***» файл «мы вас победим» названием «***!»,"размещенные васильевым р.в. в сети «интернет» на созданной им общедоступной странице «роман <&got> васильев» в социальной сети « » по электронному адресу: http://vk.com/vandal31, видеоролик, содержащий психологические и лингвистические признаки призыва возбуждения ненависти, вражды в отношении группы лиц, объединенных по признаку национальной принадлежности, файл под названием «фотография 7», файл под названием «фотография 8», видеоролик под названием «формат 18)))» (",85.79999999999998
3133,книги «сады праведных»,"книга иман мухйи-д-дин абу закарийа бин шараф ан-навави «сады праведных»/перевод с арабского а.нирша. –м.:издатель эжаев, 2008 (",24.6
3134,видеозаписи «о война аллаха»,"материал, размещенный для всеобщего обозрения в сети «internet» на интернет - странице социальной сети «vkontakte», с индивидуальным адресом http:// vkontakte.ru/id7662348, на сайте «www.vkontakte.ru», с ip адреса: 90.150.33.233. для всеобщего использования видеозаписи под названием «ветераны рао на выезде», «антифа», «партия гитлера благословима», «русский очнись! против тебя идет война» (",2.5999999999999996
3135,None,None,None
3136,названием « русские парни режут хачей»,видеофайл под заголовком «русские парни режут хачей» на сайте vkontakte.ru\id92413691 (,29.200000000000003
3137,None,None,None
3138,None,None,None
3139,None,None,None
3140,группы «русский стяг» группы «дюшес»,"аудиозаписи: «p.s.7.62 - «белые воины», «rgd 88 - «черные рожи», «tnf - «шторм», «банда москвы - «иммигрант», «банда москвы - «определись!», «банда москвы - «отряды нс», «банда москвы - «ребята коловрата», «железный порядок - «белые шнурки», «коловрат - «не покупай у чурок!», «коловрат - «правый скинхед», «русский стяг - «мы - русские люди», а также фотографии в количестве 12 штук: №№ 105, но, 114, 130, 153, 157, 158, 207, 208, 219, 226, 227, размещенные на страницы группы «белый курган» на интернет-ресурсе http://vk.com/dfsdffsd (",24.900000000000002
3141,None,None,None
3142,аудиозапись «коловрат - скинхед ты не победим!» запись «коловрат - скинхед ты не победим!»,"видеоматериал «с моей стены под музыку коловрат – скинхед.pikrolla», имеющий размер 8,24 мб (8 647 114 байт) общей продолжительностью 01 минута 45 секунд, содержащий слайдшоу с изображениями представителей националистических объединений и их символики и музыкальную композицию, начинающуюся фразой «коловрат, росси – это я и ты…» и заканчивающуюся фразой «…скинхед, скинхед, ты непобедим! скинхед!» (",11.500000000000004
3143,"запись ""голос свободы – я русский"" видеозапись ""голос свободы – я русский"" названием ""фио1""","видеозаписи, размещенные темнохудовой е.а. в открытом доступе в социальной сети « »: «обращение скинхедов к русской нации» http://vk.com/videol58795102_164970149, продолжительностью 2 мин. 21 сек; «я русский» http://vk.com/videol58795102_164618354, продолжительностью 2 мин. 38 сек.; «я русский (голос свободы - ст.282)» http://vk.com/vidcol58795102_164618356, продолжительностью 2 мин. 36 сек. (",6.8999999999999995
3144,None,None,None
3145,группы «коловрат» песни «jan peter - geroi r.o.a.» аудиоматериал «jan peter - geroi r.o.a.» материал «jan peter - geroi r.o.a.»,"текст песни группы «коловрат» под названием «честь и кровь», автором и исполнителем которой является герасимов денис андреевич (",22.900000000000002
3146,None,None,None
3147,группы «коловрат»,музыкальное произведение «радикальный голос» группы «коловрат» (,22.6
3148,None,None,None
3149,None,None,None
3150,None,None,None
3151,None,None,None
3152,видеозапись «обращение бойцов славянского союза к русским» запись «обращение бойцов славянского союза к русским»,"видеоролик «обращение бойцов славянского союза к русским», размещенный гончаровым о.в. на интернет-странице по адресу http://vkontakte.ru/id50692184, в социальной сети « ру» (",31.500000000000004
3153,None,None,None
3154,None,None,None
3155,группы «коловрат» названием «анти-антифа»,"следующие информационные материалы, размещенные в информационно-телекоммуникационной сети интернет по сетевому адресу http://www.vk.com/stas_gritsay: – видеозапись «бьют чурок!.mp4»; – видеозапись «дали пи**ы хачам.mp4»; – видеозапись «национал алисисты пи**ят хача.mp4»; – видеозапись «отпи**или чурок (всё правильно ну всё как там кричали, они русских убивают, чего вы их защищаете хачи.mp4»; – видеозапись «слава руси! смерть врагам! sieg heil!!!.mp4»; – аудиозапись «1488-россия для русских..mp3»; – аудиозапись «коловрат -анти-антифа ].mp3»; – аудиозапись «коловрат – правый скинхед.mp3»; – аудиозапись «коловрат [waptorrent.ru] - не покупай у чурок. mp3»; – файл (изображение) «2rzb641k5zw»; – файл (изображение) «7-0bfhyi7t4»; – файл (изображение) «9devyjxn52i»; – файл (изображение) «43z7dej3seo»; – файл (изображение) «aicw3reu8fw»; – файл (изображение) «dcaqeire5wi»; – файл (изображение) «egc3rnr65zq»; – файл (изображение) «elhmy6dayi4»; – файл (изображение) «ferj2nzf5lm»; – файл (изображение) «i2kmvwpv7ea»; – файл (изображение) «jp9cb0seba»; – файл (изображение) «kl_bi-2xwsm»; – файл (изображение) «lmqz1p2p3j0»; – файл (изображение) «o8403ifhj54» (",46.89999999999999
3156,названием: «проклятие турции»,"видеофильм «проклятие турции (полная версия)», размещенный на интернет-ресурсе http://youtube.com/watch?v=bcwkrcdlo2k&feature=related. (",24.6
3157,None,None,None
3158,"аудиозаписи «банда москвы - виват россия, которые включены в федеральный список экстремистских материалов министерства юстиции россии под номером 2419 и признанные решением ленинского районного суда г. новосибирска от 19.12.2013 экстремистскими и хранил ее, чем нарушил требования абз. 1 ст. 13 федерального закона от 25.07.2002 n 114-фз «о противодействии экстремистской деятельности»","интернет-сообщество «мы за вступление россии в сша!», расположенное по электронному адресу: http://vk.com/accession_to_usa и информационные материалы в виде текстов, размещенных данным сообществом в сети интернет на сайте vk.com в группе «мы за вступление россии в сша!» по электронным адресам: - http://vk.com/accession_to_usa?w-wall-53986445_2, начиная со слов «наступил переломный момент…» и заканчивая словами «…под нашей петицией», - http://vk.com/accession_to_usa?w-wall-53986445_132332, начиная со слов «солдат! будь готов…» и заканчивая словами «…руки и крикнуть», - http://vk.com/accession_to_usa?w-wall-53986445_131587. начиная со слов «предатели русского народа…» и заканчивая словами «…только в составе сша», - http://vk.com/accession_to_usa?w-wall-53986445_13125, начиная со слов «одной из важнейших задач…» и заканчивая словами «…история русского народа начнется заново», - http://vk.com/accession_to_usa?w-wall-53986445_129627, начиная со слов «время быть…» и заканчивая словами «…уже сегодня», - http://vk.com/accession_to_usa?w-wall-53986445_129067, начиная со слов «им нужны великие потрясения…» и заканчивая словами «…мы за вступление россии в сша», - http://vk.com/accession_to_usa?w-wall-53986445_128732, начиная со слов «как вести себя…» и заканчивая словами «…свободных американских граждан», - http://vk.com/accession_to_usa?w-wall-53986445_123404, начиная со слов «ситуация в сирии…» и заканчивая словами «…дойдем и до москвы», - http://vk.com/accession_to_usa?w-wall-53986445_117778, начиная со слов «в сша появился…» и заканчивая словами «…с оружием и убивать», - http://vk.com/accession_to_usa?w-wall-53986445_113597, начиная со слов «в этом году исполняется…» и заканчивая словами «…стать частью поистине свободной страны», - http://vk.com/accession_to_usa?w-wall-53986445_110870, начиная со слов «прошу анонимно…» и заканчивая словами «…слава украiнi», - http://vk.com/accession_to_usa?w-wall-53986445_108992, начиная со слов «с самого начала существования…» и заканчивая словами «…великой державы? как думаете?», - http://vk.com/accession_to_usa?w-wall-53986445_100102, начиная со слов «россия практически никак…» и заканчивая словами «…бывшего ссср по своему сценарию», - http://vk.com/accession_to_usa?w-wall-53986445_68218, начиная со слов «7 июля 1989 г. на совещании в бухаресте…» и заканчивая словами «…в истории – сша», - http://vk.com/accession_to_usa?w-wall-53986445_66170, начиная со слов «из всех мифов…» и заканчивая словами «…помним, любим, скорбим!», - http://vk.com/accession_to_usa?w-wall-53986445_63098, начиная со слов «ракета-носитель «протон-м»…» и заканчивая словами «…поистине космических вершин!», - http://vk.com/accession_to_usa?w-wall-53986445_59581, начиная со слов «нас тысяча человек…» и заканчивая словами «…ура, господа», - http://vk.com/accession_to_usa?w-wall-53986445_33789, начиная со слов «кто должен управлять страной…» и заканчивая словами «богатой и процветающей», - http://vk.com/accession_to_usa?w-wall-53986445_26320, начиная со слов «все, кто был на курорте…» и заканчивая словами «…присоединения россии к сша», - http://vk.com/accession_to_usa?w-wall-53986445_20379, начиная со слов «сегодня мой отпуск…» и заканчивая словами «…то будет вдвойне чудесно», - http://vk.com/accession_to_usa?w-wall-53986445_12172, начиная со слов «20 июля 1969 года…» и заканчивая словами «…с россией в составе сша мы достигнем звезд», - http://vk.com/accession_to_usa?w-wall-53986445_11507, начиная со слов «мы считаем, что герб…» и заканчивая словами «петухом проснется и россия», - http://vk.com/accession_to_usa?w-wall-53986445_7543, начиная со слов «почему наш русский народ…» и заканчивая словами «…добъемся вхождения россии в состав сша!», - http://vk.com/accession_to_usa?w-wall-53986445_6041, начиная со слов «о геях и «русских патриотах»…» и заканчивая словами «…можешь ненавидеть сша сколько угодно», - http://vk.com/accession_to_usa?w-wall-53986445_2576, начиная со слов «нет никакой необходимости…» и заканчивая словами «…идеи? возражения?», - http://vk.com/accession_to_usa?w-wall-53986445_71, начиная со слов «владимир путин…» и заканчивая словами «…коррумпированная дума» (",29.60000000000001
3159,названием «lip soulja – русские вперед»,информационные материалы: - аудиозапись под названием «lip soulja - грязная прогулка (москва уже не та).mp3»; - аудиозапись под названием «lip soulja - народ устал терпеть.mp3»; - аудиозапись под названием «lip soulja - русские вперед.mp3» (,29.500000000000004
3160,названием «банда москвы виват россии.mp.3 и «грот-дым. mp.3» названием «грот и ант (25-17) – дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",22.100000000000005
3161,None,None,None
3162,None,None,None
3163,аудиозапись «хорсс – ненависть» запись «хорсс – ненависть» видеозаписи «как взрывали россию ф.с.б. («фсб взрывает россию»,"материалы, расположенные в сети интернет сайта « » на странице http://vk.com/club45276843: содержащиеся в аудиофайлах: «хорсс-россия принадлежит нам.мр.3», «хорсс-россия для русских.мр.3» ; «хорсс-ненависть мр.3», «хор сс – арийская честь.мр.3», «хорсс- white power.мр.3», «хорсс-hammtrskins.мр3», -в графических изображениях: №№ 64, 70, 9, 11, 25, 29, 32-36, 40, 41, 43, 45, 46, 52, 53, 55, 65, 72, 80, 83, 84, 86, 87,91,44,67,75 (",24.6
3164,None,None,None
3165,None,None,None
3166,названием «последнее интервью приморских партизан (2010)» видеоролик «последнее интервью приморских партизан (2010)»,информационный материал под названием «воззвание приморских партизан» (,9.800000000000004
3167,аудиозаписи «просыпайтесь»,"видеоматериал «просыпайтесь, пока не поздно» размещенный в социальной сети « » информационно-телекоммуникационной сети интернет на персональной странице пользователя под именем «yurii vasilevich» по адресу: http://vk.com/id25968934 (",22.3
3168,None,None,None
3169,названием «марш жестокой молодости»,"аудиозаписи с названиями «коловрат (россия принадлежит нам) mp.3, «русский стяг (марш жестокой молодости) mp.3 (",26.900000000000002
3170,файлы «тимур мацураев- 12 тыс. маджахед» аудиофайлы «тимур мацураев- 12 тыс. маджахед»,"информационные материалы - записи песен, предположительно, автора и исполнителя муцураева тимура хамзатовича (хасановича), содержащиеся на носителе - компакт-диске под номерами файлов: № 5 песня «и распахнутся ворота...»; № 7 песня «в мечтах и грезах смутно виден рай...»; № 8 песня «мир, содрогнись и на колени встань...»; № 11 песня «звучит коран, ему внимают нахи...»; № 12 песня «о аллах, мир окутан страшной мглой!...»; № 15 песня «нам ниспослана милость от грешных услад...»; № 20 песня «багрово на закате солнце...»; № 21 песня «пустынны улицы аварского села...»; № 25 песня «агрессоры в селе алхан-кала...»; № 26 песня «тюрьма племен, империя-палач...»; № 31 песня «спустилась тьма, безмолвие в горах...»; № 36 песня «туман над горами встает...»; № 40 песня «вставай чечня, пора в поход!...»; № 56 песня «снова начинается день...»; № 61 песня «в бой сыны кавказа, лучшие сыны...»; № 70 песня «чеченцы, услышьте, услышьте мой зов...»; № 78 песня «ночь холодна, опасен путь...»; № 82 и № 91 песня «черных дней череда, трудный час наступил...»; № 96 песня «по меньшей мере, войны шли лет триста...», № 98 песня «еще один рывок, еще рывок вперед...» (",4.6
3171,None,None,None
3172,книга «на пути к корану» книгу «абу бакр ас-сыддик первый праведный халиф» книга «абу бакр ас-сыддик первый праведный халиф» книгу «на пути к корану»,"книга ас-салляби, али мухаммада «абу бакр ас-сыддик. первый праведный халиф» (перевод с арабского е. сорокоумовой, 2 издание, издательство м.: умма, 2012 год) (",36.39999999999998
3173,песни «» видеоролик «»,текст песни и видеоролик «тимур муцураев – исламская умма» продолжительностью около 5 мин. 40 сек. (,0.6
3174,None,None,None
3175,None,None,None
3176,названием «погнали мента» названием «format 18-китайские общежития» названием «скины избивают чурок!» названием «русские хулиганы» видеозаписи «format 18» названием «format 18» названием «это видео (кондопога»,"опубликованные закурдаевым и… а… на пользовательской странице в социальной сети « », зарегистрированной под псевдонимом «ванёк дечев» по адресу http://vk.com/ id136271094, следующие видеоматериалы (видеоролики): - «1488.mp4» – видеофонограмма продолжительностью 00 мин. 26 сек. видеоролик начинается заставкой – статическое изображение: венок внутри которого изображен предположительно орел. видеоролик содержит сцену избиения на платформе метро, сопровождающуюся закадровой песней на русском языке в мужском исполнении;- «format-18 – день здоровья.mp4» – видеофонограмма продолжительностью 00 мин. 49 сек. начинается заставкой – статическое изображение: портрет а. гитлера и надпись «format18». видеоролик содержит сцену движущихся коротко-стриженных лиц, среди которых идет максим марцинкевич с малой пехотной лопатой в руках. данный человек высказывает: «сегодня мы хотим пригласить, …а... модников из крылатского на день здоровья, в лес. давайте посмотрим, как у нас это получится» и другое. видеоролик заканчивается статическим изображением: кельтский крест, с наружной стороны которого надпись «white pride world wide»;- «format 18 – пение птиц. mp4» – видеофонограмма продолжительностью 00 мин. 51 сек. начинается заставкой – статическое изображение: портрет а. гитлера и надпись «format18». видеоряд представляет собой обращение м. марцинкевича. смысловая направленность обращения – пропаганда здорового образа жизни. в ролике продемонстрированы методы борьбы с людьми, которые не разделяют представление автора обращении о правильном образе жизни – автор обращении их избивает: «но теперь тоже можно наставить на путь истинный! и они не будут пить водку, курить сигареты и жрать пиво!»;- «nswp---вагон. mp4» – видеофонограмма продолжительностью 00 мин. 19 сек., содержащая сцену избиения двух людей группой лиц в черных масках в вагоне электрички. название ролика содержит аббревиатуру nswp, которая расшифровывается:ns – «национал-социалистический» и wp – white pover (c англ. «белая власть/сила»);- «правый чурку с одного удара!. mp4» – видеофонограмма продолжительностью 00 мин. 24 сек., содержащая сцену драки между двумя мужчинами. один кавказской либо среднеазиатской внешности с оголенным торсом, второй славянской внешности в куртке, подстрижен наголо. подстриженный наголо говорит неразборчиво и бьет человека с голым торсом. человек с голым торсом падает на спину;- «режут чурок!. mp4» – видеофонограмма продолжительностью 02 мин. 42 сек. начинается заставкой – статическое изображение: на фоне красного флага с изображением свастики в белом круге (флаге фашистской германии) по буквам внизу появляется надпись: «национал-социалистическая партия руси». видео содержит сцены натуралистической демонстрации убийства (путем расстрела и обезглавливания) двух мужчин кавказкой внешности. видео заканчивается кадками флага с фашистской свастикой;- «убили армянина (скинхеды)». mp4» – видеофонограмма продолжительностью 00 мин. 39 сек., содержащая сцену избиения мужчины в вагоне электрички с применением ножа. избиваемый, защищаясь, выкрикивает ругательства, пытается остановить нападение. нападающие выкрикивают в адрес жертвы оскорбления: «разъе…шу. на, мр…зъ», «с…ка, по еб…лу заху…р». один из мужчин наносит жертве удары ножом. избивающие уходят, один из них кричит: «россия для…» видеофонограмма обрывается; - «формат 18 – утро красного скина. mp4» – видеофонограмма продолжительностью 02 мин. 10 сек. начинается заставкой – статическое изображение: портрет а. гитлера и надпись «format18». видеоролик содержит сцену динамического изображении образа жизни приверженца антифашистской идеологии и противопоставленный ему идеологический противник (человек, разделяющий идеологию фашизма). на протяжении всего ролика в кадре видны только ноги человека в высоких черных ботинках с красными шнурками и ноги человека в высоких черных ботинках с белыми шнурками, при этом человек в ботинках с белыми шнурками проявляет агрессию к человеку с красными шнурками (бьет по ногам), вынуждая его уйти; - «хач vs патриот. mp4» – видеофонограмма продолжительностью 02 мин. 00 сек. начинается заставкой – статическое изображение: на синим фоне в центре кадра красный многоугольник с надписью белого цвета: «white power» видео содержит сцену драки двух мужчин – славянина и неславянина, и звучит песня: «у нас их все ненавидят, у нас их презирают, когда же они уедут отсюда, никто не знает…» (",35.499999999999986
3177,запись «lip soulja народ устал терпеть» названием «lip soulja народ устал терпеть.mp3» названием «народ устал терпеть» видеозапись «lip soulja народ устал терпеть» группы «lip soulja»,информационные материалы: - аудиозапись под названием «lip soulja - грязная прогулка (москва уже не та).mp3»; - аудиозапись под названием «lip soulja - народ устал терпеть.mp3»; - аудиозапись под названием «lip soulja - русские вперед.mp3» (,114.39999999999998
